age,sessions_per_week,avg_session_duration_min,daily_active_minutes,feature_clicks_per_session,notifications_opened_per_week,in_app_search_count,pages_viewed_per_session,crash_events_last_30_days,support_tickets_raised,days_since_last_login,ads_clicked_last_30_days,content_downloads,social_shares,rating_given,churn_risk_score,engagement_score,account_age_days
51,11,21.85,31.38,18,3,6,3,0,0,3,8,1,3,5.0,0.54,77.35,796
44,2,5.57,30.89,12,4,4,22,1,0,43,6,1,3,4.0,0.41,61.61,1067
39,13,17.27,39.33,13,11,0,17,1,1,10,4,3,1,2.0,0.66,40.98,349
20,12,7.64,20.08,8,7,4,6,0,0,24,3,3,4,2.0,0.32,57.52,964
57,8,4.08,74.24,13,7,5,21,0,0,9,6,3,5,4.0,0.05,89.41,1057
25,4,7.74,39.12,13,8,6,23,0,1,31,6,2,1,2.0,0.12,61.16,911
23,6,19.24,36.04,13,5,6,18,0,0,27,7,2,1,3.0,0.65,34.42,49
42,9,6.29,49.34,14,5,5,9,1,0,43,5,2,1,4.0,0.68,58.06,474
19,8,16.43,42.44,12,4,3,15,0,1,14,4,3,2,5.0,0.5,69.1,306
33,9,13.93,20.63,10,6,5,13,0,0,43,4,3,0,3.0,0.86,68.18,1007
58,4,23.85,65.81,12,2,1,7,0,0,27,5,3,4,3.0,0.65,49.17,513
38,5,10.94,39.88,14,3,4,22,3,0,26,10,4,2,2.0,0.7,48.89,1000
32,5,19.02,22.94,10,6,6,13,0,0,30,7,4,0,1.0,0.05,70.45,159
51,7,10.59,57.68,12,3,2,6,0,0,25,8,5,1,5.0,0.19,44.04,73
37,11,2.17,37.99,15,5,7,11,0,0,11,11,6,0,4.0,0.63,74.65,786
48,10,11.64,60.08,6,9,5,15,0,0,27,9,1,2,3.0,0.64,54.96,555
32,3,17.33,32.84,14,3,6,12,1,0,10,3,0,1,2.0,0.28,60.49,309
45,8,20.8,53.25,16,2,5,15,1,0,27,4,2,1,4.0,0.48,82.24,652
23,7,11.4,28.38,18,3,6,13,0,1,27,9,0,2,2.0,0.88,51.28,881
20,7,19.05,48.34,13,4,2,19,0,0,14,9,5,3,5.0,0.9,54.41,858
55,9,30.91,60.84,15,2,4,19,1,1,38,3,2,1,2.0,0.64,77.23,118
40,8,26.08,56.18,11,6,2,18,0,0,35,2,0,2,4.0,0.74,77.67,455
20,6,9.79,50.01,5,9,3,19,0,0,0,3,3,5,5.0,0.01,56.09,824
25,9,9.83,49.48,7,3,5,4,1,0,29,4,2,1,4.0,0.14,90.65,977
19,9,19.11,60.12,7,3,3,12,0,0,10,3,2,4,4.0,0.0,63.77,299
24,10,9.33,57.38,16,3,3,14,0,0,0,6,1,3,3.0,0.78,61.17,74
34,5,6.39,30.02,15,3,3,15,1,0,34,10,3,3,3.0,0.4,76.87,144
24,10,25.85,30.64,12,5,3,19,0,0,35,8,1,1,3.0,0.76,83.55,973
50,12,14.19,50.17,11,4,5,20,0,0,10,6,4,0,4.0,0.8,69.47,865
53,7,21.38,45.24,8,6,7,19,1,0,32,8,3,0,3.0,0.28,51.25,936
21,9,14.31,43.65,12,3,4,3,0,0,16,6,2,2,2.0,0.32,41.15,369
33,9,12.54,73.62,14,6,7,13,1,0,17,4,5,2,4.0,0.68,74.74,717
38,6,21.55,23.61,13,6,3,4,0,0,37,5,2,1,5.0,0.68,89.67,718
35,11,7.15,42.53,6,6,5,12,1,1,24,9,6,2,5.0,0.04,46.38,962
45,5,2.69,44.76,10,4,6,3,0,0,24,5,3,2,3.0,0.86,55.0,966
33,3,9.6,59.3,17,7,5,23,0,0,21,6,3,1,3.0,0.43,42.35,283
39,16,14.91,10.71,7,6,7,16,0,0,7,4,2,2,4.0,0.35,52.01,1080
23,13,20.02,53.95,14,4,3,15,0,0,14,4,3,2,4.0,0.43,50.1,72
47,9,24.58,46.78,17,5,3,15,0,0,38,1,4,2,3.0,0.56,50.23,1038
45,10,36.94,53.35,14,7,4,18,0,0,36,10,2,6,4.0,0.34,84.24,354
34,8,9.72,50.19,9,4,2,9,1,0,16,9,2,3,5.0,0.96,80.97,132
53,9,20.77,48.26,14,6,2,9,0,0,17,2,1,3,4.0,0.49,74.06,800
29,7,3.75,40.8,13,7,7,13,0,1,7,6,3,3,4.0,0.73,69.11,140
57,13,12.24,57.06,10,6,7,7,0,0,5,5,2,1,3.0,0.82,70.19,723
29,6,11.48,77.75,8,8,4,17,0,0,5,2,5,1,3.0,1.0,93.91,649
53,7,9.63,42.2,12,4,2,21,1,0,5,5,2,0,4.0,0.5,58.88,235
57,9,3.22,50.45,14,5,1,17,0,0,22,5,1,2,5.0,0.48,80.28,320
46,7,2.84,30.07,4,6,3,21,0,0,25,7,1,1,5.0,0.81,59.78,198
19,11,9.03,41.25,8,6,4,20,0,0,17,4,4,2,3.0,0.77,67.67,1039
46,9,41.1,52.62,14,5,3,4,0,0,39,5,2,3,3.0,0.23,72.03,782
47,8,19.54,16.62,14,2,6,13,1,0,12,11,3,0,4.0,0.52,94.0,516
53,5,13.32,39.21,15,12,2,20,0,0,3,6,2,3,5.0,0.92,54.93,693
42,6,39.3,22.31,10,5,8,18,0,0,44,9,2,0,4.0,0.7,70.89,222
38,10,12.59,42.49,11,5,5,6,1,0,36,7,4,3,4.0,0.54,50.78,473
39,5,10.97,72.11,6,2,3,13,0,0,34,12,1,0,4.0,0.67,74.37,1147
27,7,4.45,72.23,15,4,6,15,1,0,11,4,3,1,4.0,0.82,56.42,727
48,5,4.81,50.15,14,5,3,9,1,0,40,6,2,1,5.0,0.64,53.88,763
26,9,16.13,23.95,11,3,10,23,0,0,34,5,2,3,2.0,0.75,86.32,879
58,8,17.73,48.18,12,4,6,16,1,0,34,8,1,2,2.0,0.37,86.8,81
56,9,5.87,93.39,12,7,4,3,0,1,35,11,3,2,3.0,0.04,54.22,490
51,9,30.6,48.59,11,5,3,16,0,0,11,8,6,3,5.0,0.75,67.14,760
56,6,15.17,37.15,15,4,3,12,3,0,13,8,3,4,4.0,0.75,79.45,232
58,13,12.42,32.34,16,7,2,3,0,0,12,9,6,1,3.0,0.4,51.16,645
40,6,22.01,5.0,11,6,2,21,2,0,31,9,1,2,4.0,0.18,64.03,506
29,5,2.98,56.1,8,9,3,19,1,1,1,5,3,2,1.0,0.26,80.35,210
24,8,13.82,68.21,13,5,6,10,0,1,25,4,0,0,2.0,0.77,66.69,884
49,10,4.4,64.47,16,5,2,9,0,0,4,10,2,6,1.0,0.86,19.15,1181
36,8,5.15,55.86,10,6,5,13,0,0,42,11,3,2,3.0,0.13,62.02,1030
39,6,21.42,51.5,8,3,5,19,2,1,1,13,2,1,4.0,1.0,72.8,300
33,8,13.72,23.9,16,3,9,13,1,0,10,7,3,0,5.0,0.35,72.94,174
25,9,7.65,67.69,9,2,2,8,2,1,20,9,6,3,1.0,0.93,88.21,719
47,9,3.72,58.65,14,5,6,19,0,1,21,8,3,2,4.0,0.44,48.11,324
23,6,4.28,26.21,10,5,8,15,1,0,14,6,5,3,4.0,0.89,57.96,750
19,13,10.3,88.56,19,6,7,14,0,0,38,7,3,2,2.0,0.11,70.5,569
51,5,21.82,41.79,3,3,5,14,1,0,21,9,3,0,3.0,0.2,83.34,493
46,3,25.98,23.2,22,4,6,5,0,0,10,3,7,1,4.0,0.15,74.2,1008
57,6,25.65,34.66,10,6,2,13,0,0,40,5,0,3,4.0,0.09,62.04,1191
59,8,12.92,38.94,12,4,2,6,0,0,7,6,5,4,4.0,0.14,62.12,1070
37,8,8.22,43.74,13,4,4,15,2,0,40,8,5,1,4.0,0.6,59.59,474
20,2,6.3,27.28,12,3,2,21,1,1,0,5,4,1,4.0,0.45,100.0,841
52,4,16.33,33.71,10,9,2,16,1,0,37,7,2,3,5.0,0.63,78.51,777
25,11,17.57,36.04,14,2,7,9,0,0,20,4,1,3,3.0,0.94,88.51,1005
29,7,13.63,61.16,7,5,10,15,0,0,42,6,4,3,5.0,0.26,65.0,820
49,12,4.82,59.23,10,4,2,11,1,0,28,8,4,3,4.0,0.92,80.87,998
46,8,1.94,49.68,13,2,2,7,0,0,34,11,3,0,5.0,0.86,77.15,664
38,5,22.55,58.17,14,5,1,21,0,1,11,3,4,3,5.0,0.66,61.18,1046
20,10,3.97,37.7,12,7,3,9,0,0,13,4,6,3,4.0,0.28,53.58,44
55,11,8.93,21.93,6,6,2,22,1,0,2,9,4,7,2.0,0.49,84.35,590
44,10,2.25,54.95,13,3,2,8,0,0,1,11,5,3,4.0,0.55,76.56,1019
20,10,16.77,21.33,15,7,5,7,1,0,0,8,2,3,5.0,0.54,76.33,751
18,12,10.72,38.43,9,6,3,14,1,0,26,3,3,3,3.0,0.24,83.99,1170
37,9,3.51,16.18,9,5,4,3,0,0,31,4,3,1,4.0,0.12,34.67,1131
24,7,8.75,39.02,11,1,4,23,0,0,7,3,3,1,1.0,0.8,61.63,129
58,10,17.76,65.09,8,5,2,20,1,0,17,10,2,3,3.0,0.7,53.35,263
18,8,15.41,41.52,8,3,8,19,0,0,35,4,1,4,2.0,0.8,61.18,886
27,7,9.0,27.17,18,6,7,17,0,0,31,10,2,2,1.0,0.56,52.65,664
29,9,14.27,42.13,5,9,5,8,0,0,17,10,2,1,3.0,0.51,39.12,84
21,8,18.92,19.63,9,2,5,16,0,0,35,9,5,1,4.0,0.03,98.24,1032
24,9,16.01,25.6,10,2,6,3,1,1,9,8,2,1,4.0,0.5,83.81,884
27,6,0.25,51.87,18,5,1,14,0,0,15,3,2,1,2.0,0.59,60.37,206
39,11,5.72,68.86,11,4,2,13,0,1,5,7,6,4,4.0,0.57,45.0,1159
42,8,17.7,25.88,15,4,6,9,0,0,8,7,1,2,4.0,0.56,63.94,1066
46,8,11.16,49.99,11,4,1,22,1,0,40,5,0,0,4.0,0.05,58.07,870
56,4,10.41,58.43,21,9,2,12,1,0,39,5,2,2,4.0,0.73,74.83,1132
32,7,7.13,46.69,10,3,3,22,0,0,25,6,2,2,4.0,0.43,60.02,158
36,5,24.02,49.68,13,6,5,16,1,1,7,8,4,4,3.0,0.61,70.44,244
56,6,21.77,11.34,15,5,3,5,0,0,20,7,3,2,3.0,0.26,60.41,451
35,5,6.12,76.95,10,6,3,7,0,0,1,3,4,3,4.0,0.68,96.16,346
59,5,5.37,40.71,10,3,4,9,1,0,23,7,5,4,1.0,0.26,78.96,177
20,6,16.37,44.78,15,7,3,24,0,0,20,4,6,4,3.0,0.05,48.9,679
23,10,19.97,12.51,14,4,10,22,1,1,43,6,4,2,3.0,0.29,51.45,444
39,6,8.67,35.05,19,7,5,16,0,0,5,6,3,2,4.0,0.05,83.68,437
58,11,9.94,68.83,17,4,4,19,1,1,32,7,1,2,4.0,0.78,75.07,645
48,8,18.49,42.83,15,8,4,14,0,0,35,5,4,1,5.0,0.63,69.32,197
38,4,5.04,36.38,14,6,2,6,0,0,36,6,1,1,3.0,0.98,53.76,685
25,6,16.18,53.1,10,5,4,19,0,0,1,9,3,2,4.0,0.15,73.25,227
18,8,15.25,41.53,16,3,4,9,0,0,10,8,2,0,4.0,0.9,72.6,576
20,10,11.42,50.26,16,5,3,8,1,0,7,6,4,0,4.0,0.94,69.37,393
46,9,14.04,40.34,13,5,7,8,0,0,6,2,0,3,4.0,0.91,63.51,15
23,12,5.52,66.2,15,11,6,16,0,0,23,7,2,3,5.0,0.31,61.21,837
50,11,10.13,48.57,15,1,4,3,0,0,14,4,4,1,3.0,0.06,69.47,258
35,9,8.27,41.73,11,4,2,11,1,0,16,2,3,2,3.0,0.3,69.02,266
59,9,16.85,58.15,12,9,2,15,1,0,10,4,2,2,3.0,0.51,58.97,703
18,6,7.27,73.1,11,5,9,22,0,0,33,4,5,2,3.0,0.96,58.46,327
39,11,4.82,45.27,19,1,3,4,0,0,28,12,1,2,5.0,0.83,78.67,1057
48,4,8.29,60.51,13,4,3,10,0,0,9,4,2,5,4.0,0.82,59.67,1063
40,4,23.52,24.49,14,3,1,15,0,1,34,5,2,4,4.0,0.82,100.0,432
25,2,7.62,48.36,15,5,6,24,0,0,6,7,4,0,3.0,0.44,67.76,655
46,7,9.91,68.52,13,8,4,16,0,0,0,7,2,1,5.0,0.8,51.73,412
36,7,6.37,20.56,12,2,8,9,2,0,19,8,7,4,4.0,0.85,89.97,742
33,5,4.02,49.64,9,7,3,6,3,0,24,5,1,1,4.0,0.22,66.37,221
36,7,23.21,47.1,7,4,2,24,1,0,34,6,3,3,1.0,0.17,85.1,635
54,10,7.03,53.43,8,5,7,16,0,1,29,6,3,5,2.0,0.29,60.79,135
39,10,18.34,64.42,11,6,1,23,0,0,41,6,4,0,4.0,0.03,28.04,58
36,8,17.51,73.15,10,3,7,12,1,0,27,5,2,5,2.0,0.11,66.69,1031
21,7,12.37,33.44,12,10,1,4,0,0,5,6,1,3,2.0,0.57,58.09,890
22,10,6.32,62.2,13,11,2,22,1,0,0,5,2,1,4.0,0.8,74.68,944
22,4,1.15,38.67,15,6,3,24,0,0,31,4,2,0,4.0,0.21,52.84,300
42,6,19.28,24.48,12,4,5,24,0,0,10,5,3,2,4.0,0.9,59.26,445
41,5,18.37,37.64,8,2,5,10,0,1,38,6,3,2,4.0,0.38,42.98,1032
18,5,5.24,38.62,10,8,1,20,1,1,25,2,2,2,3.0,0.19,66.79,514
45,5,9.85,25.95,3,3,3,16,0,1,1,10,6,4,5.0,0.62,72.84,580
38,8,7.24,21.35,9,2,5,24,0,0,19,9,0,0,3.0,0.23,86.15,1066
36,11,0.24,45.22,15,4,5,7,0,0,29,8,6,1,3.0,0.26,59.86,712
40,9,21.05,18.69,12,3,4,13,0,1,14,4,4,4,1.0,0.48,38.05,985
31,7,20.8,57.89,11,3,4,8,0,0,3,3,1,2,4.0,0.47,69.6,1023
23,12,21.25,76.73,16,4,5,13,0,1,24,9,2,4,4.0,0.05,64.5,1153
49,10,18.06,37.05,11,6,2,16,1,0,37,5,4,3,4.0,0.25,45.79,67
49,12,4.4,82.2,13,5,4,13,1,0,23,2,2,2,3.0,0.86,61.79,330
25,8,1.41,51.84,15,3,3,18,0,0,23,4,4,2,4.0,0.87,69.5,986
54,7,7.99,5.0,8,2,5,13,0,0,30,8,2,5,3.0,0.92,72.29,600
39,14,16.72,10.76,6,4,5,9,0,0,3,5,2,3,3.0,0.12,82.01,433
25,10,11.48,53.96,18,1,0,21,0,0,41,6,6,3,4.0,0.39,62.68,257
55,12,6.26,42.77,11,6,2,20,1,0,19,7,2,0,4.0,0.38,67.43,161
27,9,11.52,63.95,12,1,4,24,0,0,28,4,0,1,4.0,0.43,75.74,860
20,7,9.46,16.53,18,7,4,3,1,1,22,6,4,1,3.0,0.85,61.89,1052
30,11,22.5,40.17,11,6,4,5,0,0,11,7,2,2,4.0,0.09,76.28,448
56,7,16.03,23.8,11,3,1,14,0,0,0,3,3,3,4.0,0.92,59.58,889
47,11,0.47,53.51,6,5,2,17,2,0,4,4,1,6,3.0,0.54,69.32,22
21,4,19.97,39.33,14,6,6,13,0,0,19,6,1,3,4.0,0.98,54.35,167
23,6,18.84,80.4,9,1,4,24,0,0,26,8,4,3,4.0,0.84,47.81,264
33,7,39.42,87.97,8,4,6,7,0,0,28,6,3,0,2.0,0.61,39.18,417
39,11,23.18,41.12,6,3,4,24,0,0,37,9,4,0,4.0,0.34,79.86,852
44,7,3.31,42.8,16,7,2,20,0,0,27,5,6,0,4.0,0.59,54.44,994
38,5,6.03,48.51,9,5,4,21,1,0,37,6,5,1,3.0,0.32,65.37,649
46,13,2.37,66.78,12,8,4,4,0,0,16,4,2,3,3.0,0.11,33.52,961
18,7,4.76,36.57,9,1,3,19,1,0,34,7,0,1,5.0,0.62,58.36,599
47,14,25.86,39.65,10,4,8,20,1,0,11,9,1,2,3.0,0.37,63.63,943
41,9,6.44,42.33,10,6,4,12,0,0,14,5,1,0,4.0,0.09,62.31,678
30,5,4.46,63.18,11,4,7,17,0,0,1,10,5,0,1.0,0.21,62.34,427
47,9,18.5,42.89,14,4,3,8,2,1,9,3,1,2,2.0,0.48,58.81,438
43,3,21.55,19.06,7,2,1,9,0,1,12,8,0,0,4.0,0.99,61.68,495
51,7,6.39,22.83,11,5,5,19,0,0,24,11,4,3,4.0,0.86,83.47,536
37,11,11.44,52.86,15,8,7,20,0,0,18,12,3,4,4.0,0.9,41.37,557
23,6,28.02,37.43,10,7,1,15,0,0,37,7,2,1,4.0,0.48,70.39,491
26,7,9.7,53.35,9,5,4,14,0,0,19,8,3,1,3.0,0.56,57.67,1016
54,7,21.36,54.78,12,4,4,15,0,0,36,2,7,2,5.0,0.41,60.22,443
54,12,5.51,39.98,17,4,4,19,0,0,25,8,4,0,4.0,0.13,70.04,979
33,10,6.87,19.1,13,3,3,10,0,0,18,3,2,0,4.0,0.52,49.22,735
21,5,16.35,39.79,14,2,6,3,0,1,42,6,4,2,5.0,0.99,53.18,476
49,8,8.73,45.06,12,2,1,10,0,0,43,4,6,3,4.0,0.9,31.44,313
37,13,6.87,33.16,11,6,6,19,0,0,6,4,0,1,4.0,0.6,68.63,612
46,7,17.79,60.39,16,3,4,8,0,1,20,11,6,2,4.0,0.25,70.8,63
48,7,35.62,31.21,6,10,7,19,1,0,26,4,3,2,4.0,0.58,63.74,267
34,6,22.23,18.36,12,5,2,22,0,0,15,2,5,5,3.0,0.17,65.88,995
58,14,23.13,25.4,8,5,6,19,0,0,28,8,1,5,2.0,0.04,54.54,857
42,2,3.17,30.06,16,5,5,9,0,0,15,8,2,4,1.0,0.42,50.5,1174
33,6,13.62,43.56,7,6,5,7,0,0,0,5,5,2,4.0,0.73,79.63,1141
37,5,15.56,63.16,8,8,8,9,2,0,6,8,1,0,4.0,0.21,51.45,1095
59,8,2.3,28.08,8,8,4,9,0,0,27,7,4,1,4.0,0.62,59.74,583
27,11,3.5,40.41,18,3,3,7,2,0,11,5,3,2,5.0,0.47,64.01,439
40,5,4.15,48.51,16,1,3,23,1,0,44,3,3,2,5.0,0.2,75.26,93
50,4,24.23,29.88,11,3,7,24,2,0,7,9,2,1,3.0,0.2,71.28,926
30,8,18.47,55.57,17,7,2,12,1,0,27,6,1,0,4.0,0.35,81.78,314
42,5,18.22,53.39,22,3,4,23,1,0,19,4,5,0,3.0,0.23,67.93,738
54,7,24.39,60.57,11,3,6,4,1,0,22,6,3,2,4.0,0.72,76.97,427
53,8,8.33,13.85,12,7,2,9,0,0,25,5,3,2,4.0,0.74,61.31,146
41,12,0.64,44.1,7,4,4,21,0,0,10,8,3,1,5.0,0.77,58.21,1115
23,7,5.62,31.91,14,6,4,10,0,0,6,5,3,3,4.0,0.1,47.8,183
32,9,24.11,20.08,8,6,8,11,1,0,17,9,3,0,5.0,0.99,51.98,1144
51,11,6.55,67.74,13,6,3,8,0,0,11,8,4,1,4.0,0.17,68.31,168
21,7,10.44,70.38,16,7,2,20,0,0,18,2,1,3,4.0,0.77,52.6,62
31,10,16.33,65.75,15,6,6,14,0,2,13,2,3,2,3.0,0.52,59.59,698
21,8,11.63,37.61,10,5,4,12,0,0,19,6,9,3,5.0,0.34,54.98,814
45,13,3.48,20.04,10,2,3,23,0,0,21,11,0,2,4.0,0.02,77.78,111
46,7,5.37,56.1,13,10,5,15,1,0,20,12,4,1,1.0,0.91,74.54,28
35,3,7.52,55.88,13,6,4,14,1,1,1,4,1,1,2.0,0.64,85.38,865
37,5,28.05,20.38,7,8,2,13,0,0,41,7,4,2,4.0,0.31,44.5,178
58,11,24.52,30.91,6,3,2,17,0,0,40,2,3,1,4.0,0.67,76.47,658
49,6,13.79,21.97,13,4,1,16,0,0,6,4,1,1,5.0,0.94,49.24,861
25,14,12.19,15.56,9,1,6,6,2,0,4,4,4,2,3.0,0.01,61.75,926
30,7,4.93,24.14,13,4,6,18,1,1,22,8,3,4,4.0,0.61,60.24,758
57,6,12.91,20.68,8,4,5,19,1,0,24,6,2,2,3.0,0.13,75.75,808
26,8,6.84,28.38,12,8,3,6,0,0,27,2,4,1,4.0,0.97,36.92,701
57,5,19.2,62.57,14,6,2,8,1,0,1,9,2,3,3.0,0.39,96.66,346
50,12,33.45,55.06,7,6,4,18,0,0,16,5,2,2,4.0,1.0,69.25,71
29,8,5.87,10.84,5,5,3,13,0,0,0,6,2,2,5.0,0.82,69.5,927
54,7,28.07,73.36,15,8,3,4,0,0,18,7,2,2,5.0,0.31,67.64,1179
42,7,11.19,37.82,8,4,5,16,1,0,44,6,3,2,5.0,0.11,51.65,48
42,9,2.58,52.51,13,5,2,3,0,1,16,8,4,1,3.0,0.62,66.48,111
33,9,3.79,58.15,9,5,3,24,2,0,37,4,3,2,4.0,0.49,57.72,1031
33,5,33.84,57.06,7,4,3,20,0,0,18,7,2,2,4.0,0.89,59.44,983
56,7,4.44,29.53,9,8,4,20,0,0,40,6,3,0,4.0,0.7,49.89,1179
52,10,14.68,77.77,11,3,5,3,0,0,17,10,5,1,4.0,0.07,76.59,193
40,4,5.68,5.69,16,3,4,17,1,0,15,4,0,1,4.0,0.3,100.0,588
25,8,11.28,42.98,13,1,1,21,1,0,26,7,4,1,4.0,0.43,67.92,185
20,11,23.63,33.86,6,9,2,23,0,0,6,7,2,2,3.0,0.42,62.57,1061
41,8,10.82,63.13,6,8,7,12,0,1,28,8,0,1,5.0,0.98,80.3,110
39,11,5.27,71.95,10,1,3,4,2,0,20,5,2,2,4.0,0.92,69.82,1036
31,10,19.85,58.94,13,4,4,21,1,0,28,2,2,3,4.0,0.43,85.42,1047
39,9,15.2,86.01,17,5,2,23,0,0,14,7,5,3,4.0,0.54,48.69,252
51,9,6.34,76.83,13,3,3,10,0,0,0,1,2,3,2.0,0.45,70.88,894
53,12,10.66,59.21,6,4,2,13,0,0,41,9,1,2,5.0,0.6,63.98,897
48,14,8.62,19.09,9,9,5,20,0,1,30,5,2,2,3.0,0.98,72.84,240
38,8,31.45,60.67,17,4,2,5,0,0,16,3,4,1,4.0,0.71,50.65,508
22,11,4.0,69.9,10,1,4,15,0,0,28,7,1,1,2.0,0.64,69.69,1044
36,8,21.04,21.4,17,3,4,12,1,1,21,6,2,1,3.0,0.56,76.17,656
59,7,24.53,40.87,8,7,0,21,0,0,36,5,4,2,4.0,0.8,89.04,245
38,12,2.15,28.54,9,9,3,13,0,2,10,7,2,1,5.0,0.37,64.99,685
19,7,2.61,41.82,5,3,7,10,1,0,4,1,2,2,2.0,0.09,68.43,214
20,11,4.07,42.19,10,7,4,6,1,0,15,6,4,6,1.0,0.62,83.81,718
47,5,23.49,26.5,16,7,2,5,0,0,38,7,2,2,4.0,0.97,65.57,329
51,10,6.74,71.68,15,4,7,19,0,0,12,7,4,1,4.0,0.57,82.61,1032
42,10,11.33,66.68,19,7,3,8,2,0,41,3,1,1,5.0,0.43,56.41,989
52,13,15.24,45.5,12,5,4,8,1,0,13,6,1,0,2.0,0.65,77.29,541
46,10,7.8,14.1,13,8,4,3,1,0,25,7,3,1,3.0,0.3,73.91,899
29,6,10.69,16.96,17,5,3,20,0,0,5,5,5,0,4.0,0.07,54.3,664
40,7,13.6,21.08,17,1,3,12,0,1,3,8,0,1,3.0,0.92,58.7,599
45,6,11.58,45.47,10,5,2,5,0,0,34,2,0,1,4.0,0.59,75.45,638
34,10,19.13,66.05,7,7,4,8,1,0,14,7,4,1,4.0,0.91,50.25,509
33,11,6.66,40.98,9,6,7,9,0,0,13,6,5,1,5.0,0.85,64.16,1112
26,17,7.0,32.42,12,8,0,12,1,0,22,5,1,2,4.0,0.18,71.19,971
20,8,2.58,70.07,12,5,4,18,0,1,8,4,2,2,3.0,0.89,51.86,747
39,4,21.4,41.38,11,4,3,18,0,0,36,7,4,2,4.0,0.76,61.57,278
48,13,25.82,61.31,13,3,6,16,1,0,4,9,2,4,5.0,0.55,83.88,239
31,10,8.32,56.0,9,3,4,11,2,0,16,3,5,1,4.0,0.73,78.87,1185
20,6,54.05,28.28,13,1,2,17,1,0,31,9,5,3,4.0,0.3,79.56,1003
55,5,2.25,46.76,14,6,8,12,0,0,36,7,1,5,4.0,0.37,68.51,101
40,10,9.68,44.59,11,3,4,19,1,0,33,11,4,2,1.0,0.62,29.48,281
38,8,5.91,55.24,16,5,2,4,0,0,5,6,4,0,3.0,0.58,90.72,1046
41,9,11.85,63.64,13,6,2,18,0,0,38,11,3,2,4.0,0.98,52.59,783
49,10,1.92,49.55,10,8,8,17,0,0,35,3,2,0,3.0,0.13,52.07,479
22,9,2.96,38.89,15,6,6,17,0,0,40,5,1,2,5.0,0.23,51.86,873
50,8,9.46,76.81,17,1,4,19,3,0,36,6,1,4,5.0,0.73,82.73,1102
36,9,4.88,69.89,16,2,10,22,0,0,43,5,3,1,4.0,0.26,39.08,402
51,5,6.87,59.65,6,3,3,17,2,0,39,2,3,4,5.0,0.08,57.99,576
20,8,10.56,37.99,9,6,1,16,0,0,29,5,4,5,2.0,0.18,66.21,334
56,7,9.78,35.86,12,4,9,12,0,1,40,8,1,0,4.0,0.47,58.49,1017
45,12,8.65,27.79,7,8,1,20,0,1,1,5,3,3,5.0,0.11,59.68,921
28,7,9.43,24.66,7,7,8,21,0,0,41,2,2,3,4.0,0.71,67.48,170
27,8,23.39,29.93,17,9,7,10,1,0,41,10,3,2,5.0,0.33,100.0,240
57,4,30.61,69.42,14,6,6,17,0,0,41,6,3,2,5.0,0.87,82.33,677
19,12,2.94,79.73,10,7,2,22,2,0,24,5,5,4,5.0,0.18,65.79,403
56,8,19.08,13.02,13,5,4,13,0,0,19,5,1,1,2.0,0.37,62.49,720
44,7,16.31,56.32,17,1,1,22,0,0,42,9,3,1,4.0,0.87,49.67,1101
26,12,12.64,33.99,10,5,3,14,0,0,14,12,3,0,4.0,0.24,62.66,1077
56,12,18.87,18.94,12,7,2,21,0,0,18,5,0,1,4.0,0.03,74.7,499
18,9,4.84,29.89,14,6,3,5,2,0,22,6,8,1,3.0,0.6,73.54,883
50,4,2.73,72.26,15,1,2,9,1,0,7,8,1,8,4.0,0.22,76.36,243
55,5,11.18,36.04,13,6,1,21,0,0,19,4,1,2,2.0,0.5,61.77,1124
50,8,14.15,20.58,6,3,5,6,1,0,39,4,2,1,4.0,0.53,40.6,581
20,8,30.05,53.34,12,8,6,16,1,2,4,5,1,2,4.0,0.15,76.34,678
49,10,8.7,39.73,18,6,6,22,0,0,4,5,1,3,5.0,0.85,48.06,147
30,4,12.69,56.37,14,4,4,13,0,0,19,7,0,1,4.0,0.8,74.7,1002
38,7,12.91,16.63,13,6,5,9,0,0,13,4,3,3,3.0,0.93,80.88,91
21,7,7.35,36.45,9,3,6,11,0,0,23,3,2,3,4.0,0.49,77.91,885
34,8,10.16,5.0,10,3,1,22,0,0,11,5,6,2,4.0,0.01,72.43,741
59,4,11.17,47.35,13,2,4,18,0,0,17,6,1,0,3.0,0.16,66.61,211
21,11,11.62,21.96,13,8,4,10,0,0,2,4,1,2,4.0,0.99,83.19,1080
37,10,19.15,9.41,13,5,6,8,0,2,26,8,5,0,5.0,0.95,49.33,326
29,5,8.04,61.69,10,5,2,14,1,0,23,9,4,1,5.0,0.5,65.17,201
43,8,10.36,52.81,17,5,3,11,0,0,26,11,3,1,3.0,0.31,57.0,431
53,7,15.19,54.34,16,3,6,10,0,0,9,3,5,1,4.0,0.02,90.94,870
33,9,12.2,26.29,13,2,4,10,0,0,2,7,0,2,5.0,0.94,82.04,1147
24,9,31.54,61.07,12,3,2,15,0,0,18,6,3,0,4.0,0.04,54.81,709
50,13,7.68,10.17,16,2,5,22,1,0,11,4,2,3,4.0,0.81,77.96,1121
19,6,13.43,16.11,5,5,3,16,1,0,8,7,1,2,4.0,0.93,61.67,450
50,3,7.83,82.39,12,7,4,8,0,0,18,1,3,4,3.0,0.2,100.0,176
31,7,0.84,66.44,8,7,3,24,0,0,35,8,1,0,4.0,0.74,80.83,178
